,price,sqft_living,sqft_lot,sqft_living15,sqft_lot15,yr_built_1930_1960,yr_built_1960_1990,yr_built_1990_2020,condition_2,condition_3,condition_4,condition_5,long_2,long_3,long_4,long_5,long_6,long_7,long_8,long_9,lat_2,lat_3,lat_4,lat_5,lat_6,lat_7,lat_8,lat_9,waterfront_1,floors_2,floors_3,floors_4,view_1,view_2,view_3,view_4,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5,bedrooms_6,bedrooms_7,bedrooms_8,bedrooms_9,bedrooms_10,bedrooms_11,bedrooms_33,sqft_basement_1
0,-1.5247265073293574,-1.109377725663068,-0.5177902745223674,-1.0379371869749336,-0.5177902745223674,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.3255765657843933,0.6943105320478632,-0.11546449366821404,-0.2471336338581233,0.007616090568943296,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,-2.013671405766345,-2.1316815686335273,0.5627963389464197,1.064091420055003,0.15418616601363094,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0.559811283688483,0.05146002009662907,-0.7184619962535121,-0.9856104168672697,-0.7446944477101248,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,0.22648937660749174,-0.2939857808389507,0.12800289772752232,-0.06276962995222422,-0.04033635804678702,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1.7164151476324765,2.499381998102816,2.03310375181142,2.867740587098857,2.161280151729503,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,-1.157661644083622,-0.24955871103178492,-0.2378405945860961,0.5282194004390215,-0.23951269755519825,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,-0.8741490135399961,-1.3432866315231822,0.5016963250721894,-0.3229319925266089,0.5802266832416465,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,-1.4567049985323,-0.16636734861531144,-0.05018390625380004,-0.09675252955038441,0.17782697898639005,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9,-0.670557440622858,-0.027604016757951728,-0.28982066661426614,0.7039217888285135,-0.017053144478799947,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0.7326632338021754,1.5096563639520433,0.5233126447593798,0.500651207993653,0.40607882375069193,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,0.06989452493280832,-1.1473154975252742,-0.42935119188875137,-1.061884134877072,-0.4238548524557396,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12,-0.7513327030392748,-0.6674190444558503,1.2377880137902695,-0.09675252955038441,1.016009855934318,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,-0.23938016267175283,-0.7630300992592182,0.49497095846643646,-0.9594395929302966,0.706558604156651,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0.2979179785635167,-0.12578779918185587,-0.7773818374036428,-0.9856104168672697,-0.8091681743595582,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,0.6943105320478632,1.0230032560702351,-0.7184619962535121,0.41563422629818186,-1.1281436452787637,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
16,-0.27308902265274115,-0.027604016757951728,0.98583651233816,0.07408727446138559,1.100820725819639,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
